feat_r3_score_numeric,feat_low_claim_specialty,feat_web_says_not_found_and_not_empty,feat_r3_high_confidence,feat_ev_pv_nf_org_n,feat_ev_pv_nf_prov_n,feat_ev_pv_nf_agg_n,feat_ev_pv_f_org_n,feat_ev_pv_f_prov_n,feat_ev_pv_f_agg_n,feat_ev_ov_nf_org_n,feat_ev_ov_nf_prov_n,feat_ev_ov_nf_agg_n,feat_ev_ov_f_org_n,feat_ev_ov_f_prov_n,feat_ev_ov_f_agg_n,feat_ev_total_found,feat_ev_total_not_found,feat_ev_total,feat_ev_found_ratio,feat_pv_found_any,feat_ov_found_any,feat_pv_notfound_any,feat_ov_notfound_any,feat_both_views_found,feat_only_pv_found,feat_only_ov_found,feat_neither_view_found,feat_source_diversity,feat_state_high_risk,feat_has_credentials,feat_npi_changed_by_r3,feat_npi_deactivated,feat_r3_suggests_name_change,feat_cred_is_md_do,feat_cred_is_midlevel,feat_has_pio_evidence,feat_pio_yes,feat_pio_no,feat_org_is_hospital,feat_org_is_missing,feat_claims_n,feat_claims_distinct_orgs,feat_claims_distinct_addrs,feat_claims_days_since,feat_claims_zip_match,feat_claims_street_zip_match,feat_claims_recent_zip_match,feat_claims_recent_street_zip,feat_claims_zip_but_no_match,feat_claims_log1p_n,feat_claims_high_volume,feat_claims_recent_active,feat_claims_no_match_high_n,feat_claims_strong_corroborate,feat_claims_strong_contradict,feat_r3acc_x_claims_contradict,feat_r3ina_x_claims_corroborate,target
0.0,0,0,0,2,0,3,0,0,0,1,0,0,0,0,0,0,6,6,0.0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,34463,3,3,30.0,1,1,1,1,0,10.447670579956116,1,1,0,1,0,0,1,True
0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,9999.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False
0.0,0,0,0,1,0,4,0,0,0,1,0,0,0,0,0,0,6,6,0.0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1788,12,12,18.0,1,0,1,0,0,7.489412083508719,1,1,0,0,0,0,0,False
0.0,0,0,0,7,1,2,0,0,0,1,0,0,0,0,0,0,11,11,0.0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,5863,2,2,26.0,1,1,1,1,0,8.676587243566487,1,1,0,1,0,0,1,False
0.0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,3,3,0.0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,85,9,9,34.0,0,0,0,0,1,4.454347296253507,1,1,1,0,1,0,0,False
15.55,1,0,0,0,11,3,0,0,0,0,0,0,0,11,0,11,14,25,0.44,0,1,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,9999.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False
0.0,0,0,0,6,3,4,0,0,0,0,0,0,0,0,0,0,13,13,0.0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,9999.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,True
0.0,0,0,0,1,2,1,0,0,0,2,0,0,0,0,0,0,6,6,0.0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,165,10,10,18.0,1,1,1,1,0,5.111987788356544,1,1,0,1,0,0,1,False
100.0,0,0,1,0,0,0,1,0,3,0,0,0,0,0,0,4,0,4,1.0,1,0,0,0,0,1,0,0,2,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,9999.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,True
85.0,0,0,0,0,2,3,0,0,0,0,0,0,2,0,0,2,5,7,0.2857142857142857,0,1,1,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,8,1,1,100.0,1,1,1,1,0,2.1972245773362196,0,1,0,1,0,0,0,True
4.34782608695652,0,0,0,1,2,2,0,0,1,0,2,0,0,0,0,1,7,8,0.125,1,0,1,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,40,7,7,23.0,1,0,1,0,0,3.713572066704308,1,1,0,0,0,0,0,False
16.6666666666666,0,1,0,0,2,2,0,0,2,0,0,1,0,0,0,2,5,7,0.2857142857142857,1,0,1,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,11,2,2,28.0,0,0,0,0,1,2.4849066497880004,0,1,0,0,0,0,0,True
97.1428571428571,0,0,1,0,0,1,2,0,2,2,0,0,0,0,0,4,3,7,0.5714285714285714,1,0,1,1,0,1,0,0,2,0,1,1,0,0,1,0,1,0,0,1,0,123,3,3,30.0,1,0,1,0,0,4.820281565605037,1,1,0,0,0,0,0,False
7.14285714285714,0,0,0,0,4,1,0,0,1,0,2,0,0,0,1,2,7,9,0.2222222222222222,1,1,1,1,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,9,1,1,36.0,0,0,0,0,1,2.302585092994046,0,1,0,0,0,0,0,False
0.0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,7,7,0.0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,41418,12,11,30.0,1,1,1,1,0,10.631494991732007,1,1,0,1,0,0,1,False
96.2962962962962,0,0,1,0,0,1,1,1,3,0,0,0,0,0,0,5,1,6,0.8333333333333334,1,0,1,0,0,1,0,0,3,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,9999.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,True
25.0,0,0,0,0,2,1,0,0,3,0,0,0,0,0,0,3,3,6,0.5,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,8,1,1,100.0,1,1,1,1,0,2.1972245773362196,0,1,0,1,0,0,1,False
0.0,0,0,0,0,10,2,0,0,0,0,0,0,0,0,0,0,12,12,0.0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,702,4,4,18.0,0,0,0,0,1,6.555356891810665,1,1,1,0,1,0,0,True
0.0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,6,6,0.0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,120,8,8,25.0,0,0,0,0,1,4.795790545596741,1,1,1,0,1,0,0,False
0.0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0.0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,175,1,1,57.0,1,0,1,0,0,5.170483995038151,1,1,0,0,0,0,0,False
0.0,0,1,0,1,0,3,0,0,0,2,0,2,0,0,0,0,8,8,0.0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,32,3,3,43.0,0,0,0,0,1,3.4965075614664802,1,1,1,0,1,0,0,False
12.9032258064516,0,0,0,1,2,3,0,0,4,0,0,2,0,0,2,6,8,14,0.42857142857142855,1,1,1,1,1,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,9999.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,True
0.0,0,0,0,3,0,4,0,0,0,2,0,0,0,0,0,0,9,9,0.0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,204,2,2,29.0,0,0,0,0,1,5.3230099791384085,1,1,1,0,1,0,0,False
0.0,0,0,0,1,4,3,0,0,0,1,1,0,0,0,0,0,10,10,0.0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,44,6,6,23.0,0,0,0,0,1,3.8066624897703196,1,1,1,0,1,0,0,False
0.0,0,0,0,7,1,2,0,0,0,0,0,1,1,0,0,1,11,12,0.08333333333333333,0,1,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,114,5,5,15.0,0,0,0,0,1,4.74493212836325,1,1,1,0,1,0,0,False
0.0,1,0,0,8,0,4,0,0,0,7,0,0,0,0,0,0,19,19,0.0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,9999.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False
21.7391304347826,0,0,0,0,8,2,0,1,1,0,0,0,0,0,0,2,10,12,0.16666666666666666,1,0,1,0,0,1,0,0,2,0,1,1,0,0,1,0,0,0,0,0,0,4791,6,6,18.0,1,1,1,1,0,8.474703139795285,1,1,0,1,0,0,1,False
0.0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,4,0.0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,54,7,7,22.0,0,0,0,0,1,4.007333185232471,1,1,1,0,1,0,0,False
2.85714285714285,0,0,0,2,0,2,0,0,1,1,0,0,0,0,0,1,5,6,0.16666666666666666,1,0,1,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,146,17,17,16.0,1,0,1,0,0,4.990432586778736,1,1,0,0,0,0,0,False
0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,3,1,1,43.0,0,0,0,0,0,1.3862943611198906,0,1,0,0,0,0,0,False
0.0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,5,5,0.0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,3,1,1,54.0,0,0,0,0,0,1.3862943611198906,0,1,0,0,0,0,0,False
0.0,0,0,0,4,0,3,0,0,0,1,0,0,0,0,0,0,8,8,0.0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,246,5,5,20.0,0,0,0,0,1,5.5093883366279774,1,1,1,0,1,0,0,False
80.0,1,1,0,0,2,0,1,0,0,0,1,0,1,0,0,2,3,5,0.4,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,9999.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,True
0.0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,11,11,0.0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,702,4,4,18.0,0,0,0,0,1,6.555356891810665,1,1,1,0,1,0,0,False
77.2727272727272,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,2,3,5,0.4,1,0,1,1,0,1,0,0,2,0,1,1,0,0,1,0,1,0,0,0,0,7,3,3,65.0,0,0,0,0,1,2.0794415416798357,0,1,0,0,0,0,0,False
80.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1.0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,276,1,1,18.0,0,0,0,0,1,5.6240175061873385,1,1,1,0,1,1,0,False
4.04040404040404,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,1,4,5,0.2,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,420,6,5,25.0,1,1,1,1,0,6.042632833682381,1,1,0,1,0,0,1,False
0.0,1,0,0,0,3,3,0,0,0,0,1,0,0,0,0,0,7,7,0.0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,9999.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False
0.0,0,1,0,1,0,3,0,0,0,1,0,1,0,0,0,0,6,6,0.0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,9999.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False
5.55555555555555,0,0,0,4,0,1,0,0,1,0,0,1,0,0,0,1,6,7,0.14285714285714285,1,0,1,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1065,9,8,17.0,0,0,0,0,1,6.97166860472579,1,1,1,0,1,0,0,False
96.078431372549,0,0,1,0,0,2,3,0,1,2,0,0,0,0,0,4,4,8,0.5,1,0,1,1,0,1,0,0,2,0,1,1,0,0,1,0,1,0,0,1,0,3105,7,7,31.0,1,1,1,1,0,8.041091003708633,1,1,0,1,0,0,0,False
94.1176470588235,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,2,1,3,0.6666666666666666,1,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,28,2,2,65.0,1,1,1,1,0,3.367295829986474,1,1,0,1,0,0,0,False
100.0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,3,0,3,1.0,1,1,0,0,1,0,0,0,2,1,1,1,0,0,0,0,1,0,0,0,0,3,1,1,44.0,0,0,0,0,0,1.3862943611198906,0,1,0,0,0,0,0,False
0.0,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0.0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,43,2,2,18.0,0,0,0,0,1,3.784189633918261,1,1,1,0,1,0,0,True
0.0,0,1,0,1,1,3,0,0,0,0,0,0,0,0,0,0,5,5,0.0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,14,6,6,24.0,0,0,0,0,1,2.70805020110221,0,1,0,0,0,0,0,False
0.0,0,0,0,3,5,6,0,0,0,3,5,1,0,0,1,1,23,24,0.041666666666666664,0,1,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,440,22,22,17.0,0,0,0,0,1,6.089044875446846,1,1,1,0,1,0,0,True
0.0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,4,4,0.0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1088,5,5,16.0,0,0,0,0,1,6.9930151229329605,1,1,1,0,1,0,0,False
100.0,0,0,1,0,0,0,0,1,6,0,0,0,0,0,1,8,0,8,1.0,1,1,0,0,1,0,0,0,2,1,1,1,0,0,1,0,0,0,0,0,0,48,3,3,28.0,1,1,1,1,0,3.8918202981106265,1,1,0,1,0,0,0,False
18.1818181818181,0,0,0,2,0,2,0,0,4,0,0,0,0,0,0,4,4,8,0.5,1,0,1,0,0,1,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,9999.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,True
0.0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,3,2,2,58.0,0,0,0,0,0,1.3862943611198906,0,1,0,0,0,0,0,False
80.0,1,1,0,0,0,0,0,0,7,0,0,0,0,0,2,9,0,9,1.0,1,1,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,9999.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False
5.55555555555555,0,0,0,0,4,2,0,0,1,0,0,0,0,0,0,1,6,7,0.14285714285714285,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,658,1,1,29.0,0,0,0,0,1,6.490723534502507,1,1,1,0,1,0,0,False
85.0,1,0,0,0,0,3,0,0,1,0,0,0,1,0,0,2,3,5,0.4,1,1,1,0,1,0,0,0,2,1,1,1,0,0,0,0,1,0,0,0,0,853,3,3,17.0,0,0,0,0,1,6.74993119378857,1,1,1,0,1,1,0,False
0.0,0,0,0,2,1,3,0,0,0,0,1,2,1,0,0,1,9,10,0.1,0,1,1,1,0,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,9999.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,True
96.9696969696969,0,0,1,0,0,1,2,0,0,2,0,0,0,0,0,2,3,5,0.4,1,0,1,1,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,1,0,210,3,2,29.0,1,1,1,1,0,5.351858133476067,1,1,0,1,0,0,0,True
0.0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,3,3,0.0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,11,1,1,18.0,0,0,0,0,1,2.4849066497880004,0,1,0,0,0,0,0,False
25.0,0,1,0,0,1,3,0,0,2,0,0,0,0,0,0,2,4,6,0.3333333333333333,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,9999.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,True
0.0,0,0,0,0,10,2,0,0,0,0,0,0,0,0,0,0,12,12,0.0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,702,4,4,18.0,0,0,0,0,1,6.555356891810665,1,1,1,0,1,0,0,True
95.2380952380952,0,0,1,0,0,1,1,0,4,0,0,0,0,0,0,5,1,6,0.8333333333333334,1,0,1,0,0,1,0,0,2,0,1,1,0,0,1,0,1,0,0,0,0,556,5,4,26.0,0,0,0,0,1,6.322565239927284,1,1,1,0,1,1,0,False
0.0,1,0,0,5,1,6,0,0,0,1,0,0,0,0,0,0,13,13,0.0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,1260,1,1,39.0,1,1,1,1,0,7.13966033596492,1,1,0,1,0,0,1,True
0.0,0,0,0,0,1,3,0,0,0,0,0,1,0,0,0,0,5,5,0.0,0,0,1,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,9999.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,True
86.6666666666666,0,0,0,0,0,2,0,2,5,0,0,0,0,0,1,8,2,10,0.8,1,1,1,0,1,0,0,0,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,9999.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,True
95.4545454545454,0,0,1,0,0,1,1,0,5,0,0,0,1,0,0,7,1,8,0.875,1,1,1,0,1,0,0,0,2,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,9999.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,True
20.0,0,0,0,0,0,3,0,0,1,0,0,3,0,0,0,1,6,7,0.14285714285714285,1,0,1,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,216,13,13,16.0,0,0,0,0,1,5.37989735354046,1,1,1,0,1,0,0,False
85.7142857142857,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,3,1,4,0.75,1,0,1,0,0,1,0,0,2,0,1,1,0,0,1,0,0,0,0,1,0,10,4,4,21.0,0,0,0,0,1,2.3978952727983707,0,1,0,0,0,0,0,True
85.0,0,0,0,0,0,3,1,0,1,0,0,0,1,0,0,3,3,6,0.5,1,1,1,0,1,0,0,0,2,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,9999.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,True
85.7142857142857,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,3,1,4,0.75,1,0,1,0,0,1,0,0,2,0,1,1,0,0,1,0,0,0,0,1,0,16,5,5,37.0,1,0,1,0,0,2.833213344056216,0,1,0,0,0,0,0,False
0.0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0.0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,319,1,1,17.0,0,0,0,0,1,5.768320995793772,1,1,1,0,1,0,0,True
80.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1.0,1,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,9999.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,True
0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,72,1,1,37.0,0,0,0,0,1,4.290459441148391,1,1,1,0,1,0,0,False
11.1111111111111,0,0,0,0,3,4,0,0,2,0,0,0,0,0,0,2,7,9,0.2222222222222222,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,251,6,5,24.0,0,0,0,0,1,5.529429087511423,1,1,1,0,1,0,0,True
0.0,0,1,0,0,3,6,0,0,0,0,0,1,0,0,0,0,10,10,0.0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,5,2,2,25.0,0,0,0,0,0,1.791759469228055,0,1,0,0,0,0,0,False
15.55,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,2,3,0.3333333333333333,0,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,9999.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False
97.0,0,0,1,0,3,0,1,0,0,0,0,0,1,0,0,2,3,5,0.4,1,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,9999.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False
18.1818181818181,0,0,0,0,2,1,0,0,2,0,1,0,0,0,2,4,4,8,0.5,1,1,1,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,60.0,0,0,0,0,0,0.6931471805599453,0,1,0,0,0,0,0,False
0.0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,6,6,0.0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,4,2,1,54.0,0,0,0,0,0,1.6094379124341003,0,1,0,0,0,0,0,True
4.76190476190476,1,1,0,1,2,0,0,0,1,2,0,0,0,0,0,1,5,6,0.16666666666666666,1,0,1,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,9999.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False
0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,24,1,1,23.0,0,0,0,0,1,3.2188758248682006,1,1,1,0,1,0,0,False
15.55,0,0,0,0,1,6,0,0,0,2,0,0,1,0,0,1,9,10,0.1,0,1,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,65,4,4,23.0,0,0,0,0,1,4.189654742026425,1,1,1,0,1,0,0,True
16.8421052631578,0,1,0,0,0,3,0,0,1,0,0,0,0,0,0,1,3,4,0.25,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,9999.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False
0.0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,8,8,0.0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,72,2,2,96.0,0,0,0,0,1,4.290459441148391,1,1,1,0,1,0,0,False
100.0,0,0,1,0,0,0,2,0,3,0,0,0,0,0,0,5,0,5,1.0,1,0,0,0,0,1,0,0,2,0,1,1,0,0,1,0,1,0,0,1,0,41418,12,11,30.0,1,1,1,1,0,10.631494991732007,1,1,0,1,0,0,0,False
0.0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,4,4,0.0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,9999.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,True
0.0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,7,7,0.0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,9999.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,True
4.0,1,0,0,1,2,0,0,0,1,1,0,0,0,0,1,2,4,6,0.3333333333333333,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,9999.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False
92.4528301886792,0,0,1,0,1,0,3,0,1,0,0,0,1,0,0,5,1,6,0.8333333333333334,1,1,1,0,1,0,0,0,2,0,1,1,0,0,1,0,1,0,0,1,0,5863,2,2,26.0,1,1,1,1,0,8.676587243566487,1,1,0,1,0,0,0,False
0.0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,5,5,0.0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,2,1,1,94.0,0,0,0,0,0,1.0986122886681098,0,1,0,0,0,0,0,False
0.0,0,0,0,3,4,3,0,0,0,0,0,0,0,0,0,0,10,10,0.0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,9999.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,True
0.0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,4,4,0.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,216,1,1,22.0,0,0,0,0,1,5.37989735354046,1,1,1,0,1,0,0,True
81.8181818181818,0,0,0,0,0,1,1,0,2,0,0,0,1,0,0,4,1,5,0.8,1,1,1,0,1,0,0,0,2,1,1,1,0,0,0,1,1,0,0,0,0,32,3,3,23.0,0,0,0,0,1,3.4965075614664802,1,1,1,0,1,1,0,False
0.0,0,0,0,1,3,3,0,0,0,0,0,0,0,0,0,0,7,7,0.0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,1,1,45.0,0,0,0,0,0,0.6931471805599453,0,1,0,0,0,0,0,False
16.6666666666666,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,2,3,0.3333333333333333,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,255,10,10,17.0,0,0,0,0,1,5.545177444479562,1,1,1,0,1,0,0,True
97.0,0,0,1,0,3,2,1,0,0,0,0,0,1,0,0,2,5,7,0.2857142857142857,1,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,918,7,7,44.0,0,0,0,0,1,6.823286122355687,1,1,1,0,1,1,0,False
81.012658227848,0,0,0,0,0,3,1,0,0,0,0,0,1,0,0,2,3,5,0.4,1,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,6,1,1,43.0,0,0,0,0,1,1.9459101490553132,0,1,0,0,0,0,0,True
84.2105263157894,0,0,0,0,0,3,1,0,0,0,0,0,1,0,0,2,3,5,0.4,1,1,1,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,34463,3,3,30.0,1,1,1,1,0,10.447670579956116,1,1,0,1,0,0,0,False
0.0,0,0,0,5,1,3,0,0,0,1,0,0,0,0,0,0,10,10,0.0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,5863,2,2,26.0,1,1,1,1,0,8.676587243566487,1,1,0,1,0,0,1,False
0.0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,5,5,0.0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,4892,8,7,22.0,0,0,0,0,1,8.495560891289124,1,1,1,0,1,0,0,False
5.71428571428571,0,0,0,3,0,1,0,0,2,1,0,0,0,0,0,2,5,7,0.2857142857142857,1,0,1,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,374,5,5,18.0,1,0,1,0,0,5.926926025970411,1,1,0,0,0,0,0,False
0.0,0,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,4,4,0.0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1311,5,5,18.0,1,1,1,1,0,7.179307969504034,1,1,0,1,0,0,1,False
15.7894736842105,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,3,1,4,0.75,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,2168,8,8,16.0,0,0,0,0,1,7.682021510826875,1,1,1,0,1,0,0,True
